P_ID,PG_ID_3,PG_ID_2,PG_ID_1,NORMAL_PRICE,L_ID,SALES_AREA,DATE,SCHOOL_HOLIDAY,EVENT,PROMOTION_TYPE,SALES_PRICE,LAMBDA,SALES
17,2,1,1,0.47,1,6993.3012095574695,2019-11-01,0.0,,0,0.47,9.239003539164983,7
13,2,1,1,36.84,2,6321.6800893695445,2019-10-08,0.0,,0,36.84,0.8898989097569471,1
3,2,1,1,0.71,2,6321.6800893695445,2022-08-26,0.0,,0,0.71,1.6816125783916107,1
17,2,1,1,0.47,2,6321.6800893695445,2022-09-25,0.0,,0,0.47,9.377159932979568,7
5,2,1,1,10.21,1,6993.3012095574695,2019-10-29,0.0,,0,10.21,1.5399168394726432,0
17,2,1,1,0.47,1,6993.3012095574695,2020-05-23,0.0,,0,0.47,3.4152920372586517,4
19,2,1,1,3.1,2,6321.6800893695445,2020-03-22,0.0,,0,3.1,5.128190701440256,6
13,2,1,1,36.84,1,6993.3012095574695,2020-05-25,0.0,,0,36.84,1.1812741745667499,0
20,1,1,1,10.34,2,6321.6800893695445,2021-05-21,0.0,,0,10.34,1.3528154257048863,2
14,1,1,1,11.36,2,6321.6800893695445,2022-02-25,0.0,,0,11.36,1.6906402862080043,2
6,1,1,1,44.87,1,6993.3012095574695,2021-04-28,0.0,,0,44.87,1.7650454812229843,1
17,2,1,1,0.47,1,6993.3012095574695,2020-11-20,0.0,,0,0.47,6.214474964304765,4
8,1,1,1,1.58,2,6321.6800893695445,2022-04-14,0.0,,0,1.58,2.0160746558782305,1
13,2,1,1,36.84,2,6321.6800893695445,2020-03-30,0.0,,0,36.84,1.595909239805038,0
13,2,1,1,36.84,2,6321.6800893695445,2019-10-07,0.0,,0,36.84,1.4647916646664407,1
8,1,1,1,1.58,1,6993.3012095574695,2022-01-22,0.0,,0,1.58,1.5746549298979642,2
9,2,1,1,10.8,2,6321.6800893695445,2020-12-08,0.0,,0,10.8,1.6925960029241893,2
13,2,1,1,36.84,2,6321.6800893695445,2020-12-16,0.0,,0,36.84,1.0286416511950074,0
14,1,1,1,11.36,1,6993.3012095574695,2020-03-02,0.0,,0,11.36,1.775895291196795,0
16,1,1,1,14.25,1,6993.3012095574695,2020-09-18,0.0,,0,14.25,3.2272825042337843,1
10,1,1,1,9.89,2,6321.6800893695445,2020-06-18,1.0,,0,9.89,2.7799299214965414,2
12,1,1,1,1.51,2,6321.6800893695445,2021-06-15,0.0,,1,0.9023351569222916,4.316412640605217,6
17,2,1,1,0.47,1,6993.3012095574695,2021-06-18,0.0,,0,0.47,6.214474964304765,8
10,1,1,1,9.89,1,6993.3012095574695,2021-10-24,0.0,,0,9.89,2.238587850420844,2
11,2,1,1,15.64,2,6321.6800893695445,2020-08-05,0.0,,0,15.64,2.0204020578569684,0
13,2,1,1,36.84,2,6321.6800893695445,2021-09-17,0.0,,1,20.54446308158191,2.0088308916942554,1
19,2,1,1,3.1,2,6321.6800893695445,2019-11-17,0.0,,0,3.1,3.9447627115921535,6
5,2,1,1,10.21,1,6993.3012095574695,2019-10-15,0.0,,1,6.77435698827225,2.404058047884051,6
11,2,1,1,15.64,1,6993.3012095574695,2021-05-15,0.0,,0,15.64,1.907605925038972,4
16,1,1,1,14.25,1,6993.3012095574695,2021-10-25,0.0,,0,14.25,1.8592620966558377,1
3,2,1,1,0.71,2,6321.6800893695445,2021-12-31,0.0,,0,0.71,1.97967925288736,0
14,1,1,1,11.36,1,6993.3012095574695,2020-07-15,1.0,,0,11.36,1.1693107340237423,0
12,1,1,1,1.51,2,6321.6800893695445,2021-01-14,0.0,,0,1.51,2.0056902281110434,1
10,1,1,1,9.89,2,6321.6800893695445,2021-05-09,0.0,,0,9.89,3.170825533267963,7
8,1,1,1,1.58,2,6321.6800893695445,2020-11-19,0.0,,1,1.180062056424679,2.571245980513158,2
14,1,1,1,11.36,1,6993.3012095574695,2020-05-20,0.0,,0,11.36,0.5254051808500362,1
14,1,1,1,11.36,2,6321.6800893695445,2021-06-12,0.0,,0,11.36,2.7289430255904383,4
19,2,1,1,3.1,2,6321.6800893695445,2022-03-01,0.0,,0,3.1,7.078384697396057,3
14,1,1,1,11.36,1,6993.3012095574695,2022-06-22,0.0,,0,11.36,1.1693107340237423,0
9,2,1,1,10.8,1,6993.3012095574695,2022-01-02,0.0,,0,10.8,1.7644294897895556,1
8,1,1,1,1.58,2,6321.6800893695445,2021-03-06,0.0,,0,1.58,3.8185755771576653,2
19,2,1,1,3.1,1,6993.3012095574695,2019-11-29,0.0,,0,3.1,2.483027335417994,1
3,2,1,1,0.71,1,6993.3012095574695,2020-04-13,0.0,,0,0.71,2.1179833572334963,1
19,2,1,1,3.1,2,6321.6800893695445,2021-07-01,1.0,,0,3.1,3.0296054599605324,5
20,1,1,1,10.34,2,6321.6800893695445,2020-04-26,0.0,,0,10.34,2.6466299596762117,3
16,1,1,1,14.25,1,6993.3012095574695,2022-01-01,0.0,,0,14.25,2.3777948230057917,3
8,1,1,1,1.58,1,6993.3012095574695,2021-06-23,0.0,,0,1.58,1.2681399220630578,0
12,1,1,1,1.51,2,6321.6800893695445,2020-06-07,0.0,,0,1.51,2.955495161374606,2
19,2,1,1,3.1,1,6993.3012095574695,2020-01-10,0.0,,0,3.1,2.483027335417994,3
20,1,1,1,10.34,1,6993.3012095574695,2020-09-30,0.0,,0,10.34,1.544116536764794,2
17,2,1,1,0.47,2,6321.6800893695445,2020-08-28,0.0,,0,0.47,12.176957826361122,8
10,1,1,1,9.89,2,6321.6800893695445,2022-05-05,0.0,,0,9.89,2.7799299214965414,5
9,2,1,1,10.8,1,6993.3012095574695,2021-11-01,0.0,,0,10.8,2.821253884878387,6
20,1,1,1,10.34,1,6993.3012095574695,2020-01-26,0.0,,0,10.34,1.2169028197023708,0
13,2,1,1,36.84,1,6993.3012095574695,2021-04-30,0.0,,0,36.84,0.9425224103805813,1
19,2,1,1,3.1,2,6321.6800893695445,2020-05-27,0.0,,0,3.1,3.8683044309094634,4
16,1,1,1,14.25,2,6321.6800893695445,2021-09-23,0.0,,0,14.25,2.5891015640831645,3
10,1,1,1,9.89,1,6993.3012095574695,2021-02-10,0.0,,0,9.89,2.3239182911529785,3
14,1,1,1,11.36,1,6993.3012095574695,2021-11-03,0.0,,0,11.36,1.1693107340237423,0
14,1,1,1,11.36,2,6321.6800893695445,2020-07-08,1.0,,0,11.36,1.5687703231750987,1
17,2,1,1,0.47,1,6993.3012095574695,2020-04-14,0.0,,1,0.3042734412653064,6.879422661840744,12
13,2,1,1,36.84,2,6321.6800893695445,2021-06-12,0.0,,0,36.84,0.5552690768643539,0
8,1,1,1,1.58,2,6321.6800893695445,2020-05-15,0.0,,0,1.58,2.5132190728065456,1
19,2,1,1,3.1,2,6321.6800893695445,2022-06-22,0.0,,0,3.1,5.1750053254387405,6
14,1,1,1,11.36,2,6321.6800893695445,2021-01-21,0.0,,0,11.36,1.6980580910057217,2
16,1,1,1,14.25,2,6321.6800893695445,2022-03-01,0.0,,0,14.25,4.1310761042562465,11
10,1,1,1,9.89,1,6993.3012095574695,2021-01-24,0.0,,0,9.89,2.238587850420844,1
3,2,1,1,0.71,1,6993.3012095574695,2021-10-27,0.0,,1,0.4168368012864329,3.5410236378407562,5
6,1,1,1,44.87,1,6993.3012095574695,2021-05-07,0.0,,0,44.87,1.4729185647707537,0
19,2,1,1,3.1,2,6321.6800893695445,2022-02-10,0.0,,0,3.1,4.268460322887608,7
12,1,1,1,1.51,1,6993.3012095574695,2021-01-27,0.0,,0,1.51,2.1546018171840964,2
11,2,1,1,15.64,2,6321.6800893695445,2022-04-15,0.0,,0,15.64,3.141240904926361,5
16,1,1,1,14.25,2,6321.6800893695445,2022-07-13,1.0,,0,14.25,2.814318791317181,4
20,1,1,1,10.34,2,6321.6800893695445,2022-01-15,0.0,,0,10.34,2.5191146166698295,2
11,2,1,1,15.64,1,6993.3012095574695,2022-05-04,0.0,,0,15.64,2.1677839725082735,1
9,2,1,1,10.8,1,6993.3012095574695,2022-01-12,0.0,,1,5.461670043459293,4.0329359724623215,4
8,1,1,1,1.58,1,6993.3012095574695,2019-10-12,0.0,,0,1.58,1.5746549298979642,3
5,2,1,1,10.21,1,6993.3012095574695,2020-04-21,0.0,,0,10.21,1.5399168394726432,0
6,1,1,1,44.87,2,6321.6800893695445,2022-02-11,0.0,,0,44.87,1.158372810432016,0
17,2,1,1,0.47,2,6321.6800893695445,2021-12-03,0.0,,0,0.47,7.688620154800372,13
5,2,1,1,10.21,2,6321.6800893695445,2022-08-21,0.0,,1,6.77435698827225,3.0094533145744586,2
5,2,1,1,10.21,1,6993.3012095574695,2020-07-11,1.0,,0,10.21,1.9405446229236158,2
6,1,1,1,44.87,1,6993.3012095574695,2022-05-17,0.0,,0,44.87,0.9097331331999753,1
10,1,1,1,9.89,2,6321.6800893695445,2022-02-27,0.0,,0,9.89,3.170825533267963,2
15,2,1,1,19.11,2,6321.6800893695445,2021-11-21,0.0,,0,19.11,1.3421926009455687,3
15,2,1,1,19.11,2,6321.6800893695445,2021-12-18,0.0,,0,19.11,1.3149870733244284,2
15,2,1,1,19.11,1,6993.3012095574695,2021-10-13,0.0,,0,19.11,2.036897809425055,4
11,2,1,1,15.64,2,6321.6800893695445,2022-05-06,0.0,,0,15.64,3.440929543592399,5
3,2,1,1,0.71,2,6321.6800893695445,2022-06-03,0.0,,1,0.4168368012864329,2.587881553763476,0
8,1,1,1,1.58,1,6993.3012095574695,2021-05-17,0.0,,0,1.58,0.72131587129616,3
16,1,1,1,14.25,2,6321.6800893695445,2019-11-07,0.0,,2,10.269770500704883,3.4802923674298327,1
14,1,1,1,11.36,2,6321.6800893695445,2021-02-18,0.0,,0,11.36,1.6980580910057217,3
9,2,1,1,10.8,1,6993.3012095574695,2022-06-29,0.0,,0,10.8,2.110759616347237,3
14,1,1,1,11.36,1,6993.3012095574695,2021-05-17,0.0,,0,11.36,1.775895291196795,1
3,2,1,1,0.71,1,6993.3012095574695,2022-04-26,0.0,,0,0.71,1.9640196414426765,7
13,2,1,1,36.84,2,6321.6800893695445,2021-05-14,0.0,,0,36.84,0.949479235763516,0
14,1,1,1,11.36,1,6993.3012095574695,2022-08-28,0.0,,2,7.290880637837956,4.9653059309053384,2
12,1,1,1,1.51,1,6993.3012095574695,2019-10-17,0.0,,0,1.51,1.972983504587721,6
12,1,1,1,1.51,2,6321.6800893695445,2020-08-10,0.0,,0,1.51,2.3844115510232977,6
12,1,1,1,1.51,1,6993.3012095574695,2021-08-27,0.0,,0,1.51,2.2572989208601033,8
16,1,1,1,14.25,1,6993.3012095574695,2019-12-26,0.0,,0,14.25,2.9410249518873344,1
5,2,1,1,10.21,2,6321.6800893695445,2022-08-20,0.0,,1,6.77435698827225,3.0520412363687863,3
11,2,1,1,15.64,1,6993.3012095574695,2020-01-22,0.0,,1,8.26629423800757,4.477292863700561,6
14,1,1,1,11.36,2,6321.6800893695445,2022-03-03,0.0,,0,11.36,1.6980580910057217,1
5,2,1,1,10.21,2,6321.6800893695445,2022-02-17,0.0,,0,10.21,3.621602633211716,5
3,2,1,1,0.71,1,6993.3012095574695,2020-04-01,0.0,,0,0.71,2.585059851424488,1
14,1,1,1,11.36,2,6321.6800893695445,2022-05-26,0.0,,0,11.36,0.7629866830424678,2
16,1,1,1,14.25,2,6321.6800893695445,2020-05-28,0.0,,0,14.25,2.5891015640831645,2
15,2,1,1,19.11,1,6993.3012095574695,2022-02-21,0.0,,0,19.11,1.9915389494011893,5
20,1,1,1,10.34,2,6321.6800893695445,2021-06-18,0.0,,0,10.34,0.6078591538737746,0
10,1,1,1,9.89,2,6321.6800893695445,2021-04-27,0.0,,0,9.89,3.9676672398004316,7
17,2,1,1,0.47,2,6321.6800893695445,2022-08-30,0.0,,0,0.47,9.901068604000352,11
17,2,1,1,0.47,2,6321.6800893695445,2021-11-15,0.0,,0,0.47,2.075113840014014,2
20,1,1,1,10.34,2,6321.6800893695445,2022-06-01,0.0,,0,10.34,1.9664005834375484,0
13,2,1,1,36.84,1,6993.3012095574695,2020-06-17,1.0,,0,36.84,0.8314737585046638,1
20,1,1,1,10.34,1,6993.3012095574695,2022-05-31,0.0,,0,10.34,1.063756293779648,0
13,2,1,1,36.84,1,6993.3012095574695,2020-09-17,0.0,,0,36.84,0.7893664201825521,2
12,1,1,1,1.51,1,6993.3012095574695,2020-10-01,0.0,,0,1.51,1.972983504587721,3
16,1,1,1,14.25,1,6993.3012095574695,2021-02-04,0.0,,0,14.25,2.9410249518873344,3
8,1,1,1,1.58,2,6321.6800893695445,2020-07-25,0.0,,0,1.58,3.8185755771576653,1
9,2,1,1,10.8,1,6993.3012095574695,2022-04-07,0.0,,0,10.8,1.1572139228809755,2
14,1,1,1,11.36,1,6993.3012095574695,2021-07-13,1.0,,0,11.36,1.3496160960563566,0
6,1,1,1,44.87,2,6321.6800893695445,2020-05-05,0.0,,0,44.87,1.5384196643460804,2
6,1,1,1,44.87,1,6993.3012095574695,2021-01-19,0.0,,0,44.87,0.9097331331999753,2
11,2,1,1,15.64,2,6321.6800893695445,2021-04-02,0.0,,0,15.64,3.85157561273043,3
6,1,1,1,44.87,1,6993.3012095574695,2021-07-01,1.0,,0,44.87,0.7943774235105626,0
12,1,1,1,1.51,2,6321.6800893695445,2021-01-13,0.0,,0,1.51,2.6410741869073338,3
5,2,1,1,10.21,2,6321.6800893695445,2019-10-18,0.0,,1,6.77435698827225,2.4949717848411765,0
15,2,1,1,19.11,2,6321.6800893695445,2020-03-31,0.0,,0,19.11,2.4847840936422267,0
11,2,1,1,15.64,1,6993.3012095574695,2021-06-29,1.0,,0,15.64,2.0323045424048365,3
20,1,1,1,10.34,1,6993.3012095574695,2021-07-06,1.0,,0,10.34,1.063756293779648,1
8,1,1,1,1.58,2,6321.6800893695445,2022-05-27,0.0,,0,1.58,1.1292621225838093,1
14,1,1,1,11.36,1,6993.3012095574695,2021-05-05,0.0,,1,7.290880637837956,2.2323740832379952,3
6,1,1,1,44.87,1,6993.3012095574695,2022-06-07,0.0,,0,44.87,0.9097331331999753,0
19,2,1,1,3.1,1,6993.3012095574695,2021-02-25,0.0,,0,3.1,2.4718820742418273,2
16,1,1,1,14.25,1,6993.3012095574695,2020-12-01,0.0,,0,14.25,2.0518160312706777,2
15,2,1,1,19.11,2,6321.6800893695445,2021-12-10,0.0,,0,19.11,2.1299462357774694,0
14,1,1,1,11.36,2,6321.6800893695445,2022-04-28,0.0,,0,11.36,1.6980580910057217,0
11,2,1,1,15.64,2,6321.6800893695445,2022-02-24,0.0,,0,15.64,3.016734604010736,1
20,1,1,1,10.34,1,6993.3012095574695,2021-03-29,0.0,,0,10.34,2.401725186997848,3
3,2,1,1,0.71,1,6993.3012095574695,2020-10-26,0.0,,0,0.71,2.1179833572334963,0
11,2,1,1,15.64,1,6993.3012095574695,2022-03-27,0.0,,0,15.64,2.5499132441076497,1
5,2,1,1,10.21,1,6993.3012095574695,2021-04-02,0.0,,0,10.21,3.185872899537237,3
9,2,1,1,10.8,1,6993.3012095574695,2020-05-25,0.0,,0,10.8,1.620997344339035,2
3,2,1,1,0.71,1,6993.3012095574695,2021-04-04,0.0,Easter,0,0.71,2.1415355411819843,2
12,1,1,1,1.51,2,6321.6800893695445,2020-10-08,0.0,,0,1.51,2.0056902281110434,3
5,2,1,1,10.21,1,6993.3012095574695,2022-03-12,0.0,,0,10.21,1.9405446229236158,5
13,2,1,1,36.84,2,6321.6800893695445,2021-07-13,1.0,,0,36.84,1.4717041877695514,0
5,2,1,1,10.21,2,6321.6800893695445,2020-09-06,0.0,,0,10.21,4.294322825482476,1
6,1,1,1,44.87,2,6321.6800893695445,2020-05-08,0.0,,0,44.87,1.1126572693946124,3
10,1,1,1,9.89,1,6993.3012095574695,2022-08-06,1.0,,0,9.89,3.0372149047831396,1
13,2,1,1,36.84,2,6321.6800893695445,2020-12-18,0.0,,0,36.84,1.0893552865646103,0
12,1,1,1,1.51,1,6993.3012095574695,2019-12-06,0.0,,0,1.51,2.2572989208601033,2
12,1,1,1,1.51,1,6993.3012095574695,2020-01-26,0.0,,0,1.51,1.4177380798530541,1
14,1,1,1,11.36,2,6321.6800893695445,2021-07-18,1.0,,0,11.36,1.6919367954920985,0
15,2,1,1,19.11,2,6321.6800893695445,2021-03-01,0.0,,0,19.11,3.757112468701377,3
13,2,1,1,36.84,2,6321.6800893695445,2020-12-13,0.0,,1,20.54446308158191,2.586186108996625,1
17,2,1,1,0.47,1,6993.3012095574695,2021-03-13,0.0,Local_Holiday_0,2,0.3042734412653064,14.926628809097599,26
15,2,1,1,19.11,1,6993.3012095574695,2021-09-13,0.0,,0,19.11,1.9915389494011893,2
6,1,1,1,44.87,2,6321.6800893695445,2020-09-07,0.0,,0,44.87,1.5453667156253843,1
9,2,1,1,10.8,2,6321.6800893695445,2021-01-04,0.0,,0,10.8,2.2350173622485054,5
10,1,1,1,9.89,2,6321.6800893695445,2020-07-04,1.0,,0,9.89,4.203483124527033,9
20,1,1,1,10.34,1,6993.3012095574695,2021-09-16,0.0,,0,10.34,1.591284255014937,0
9,2,1,1,10.8,1,6993.3012095574695,2019-10-14,0.0,,2,5.461670043459293,7.893464846172811,3
3,2,1,1,0.71,1,6993.3012095574695,2022-05-01,0.0,Labour_Day,0,0.71,3.5168896737813244,6
13,2,1,1,36.84,2,6321.6800893695445,2022-04-10,0.0,,0,36.84,1.4067961018339477,2
8,1,1,1,1.58,2,6321.6800893695445,2022-05-14,0.0,,0,1.58,3.8185755771576653,2
12,1,1,1,1.51,2,6321.6800893695445,2021-12-24,0.0,,0,1.51,2.5388297671480142,2
17,2,1,1,0.47,1,6993.3012095574695,2021-07-24,1.0,,0,0.47,3.4152920372586517,2
8,1,1,1,1.58,2,6321.6800893695445,2020-03-19,0.0,,0,1.58,2.0160746558782305,2
13,2,1,1,36.84,2,6321.6800893695445,2022-08-02,1.0,,1,20.54446308158191,1.9876858846438925,0
3,2,1,1,0.71,1,6993.3012095574695,2022-01-10,0.0,,0,0.71,2.1179833572334963,3
3,2,1,1,0.71,2,6321.6800893695445,2021-07-27,1.0,,0,0.71,2.408750259089271,0
19,2,1,1,3.1,2,6321.6800893695445,2022-04-25,0.0,,0,3.1,3.1859493881069776,5
6,1,1,1,44.87,2,6321.6800893695445,2022-09-09,0.0,,0,44.87,1.158372810432016,1
6,1,1,1,44.87,2,6321.6800893695445,2022-05-22,0.0,,0,44.87,1.022394747356846,0
6,1,1,1,44.87,1,6993.3012095574695,2021-01-03,0.0,,0,44.87,1.050304515836329,0
14,1,1,1,11.36,1,6993.3012095574695,2022-01-16,0.0,,0,11.36,1.1951373165027595,2
6,1,1,1,44.87,2,6321.6800893695445,2021-06-25,0.0,,0,44.87,1.158372810432016,2
17,2,1,1,0.47,2,6321.6800893695445,2021-02-17,0.0,,0,0.47,12.874653442691754,21
19,2,1,1,3.1,1,6993.3012095574695,2020-02-08,0.0,,0,3.1,2.276360986469613,2
15,2,1,1,19.11,1,6993.3012095574695,2021-08-19,0.0,,0,19.11,1.807897025511142,4
13,2,1,1,36.84,2,6321.6800893695445,2022-09-17,0.0,,1,20.54446308158191,1.9292127766838145,2
8,1,1,1,1.58,1,6993.3012095574695,2020-07-19,0.0,,0,1.58,1.3244459246681248,1
15,2,1,1,19.11,2,6321.6800893695445,2022-09-04,0.0,,1,12.583388654656204,4.550817683894423,3
6,1,1,1,44.87,2,6321.6800893695445,2020-10-19,0.0,,0,44.87,1.5453667156253843,1
10,1,1,1,9.89,2,6321.6800893695445,2022-09-05,0.0,,0,9.89,3.4799655249932284,2
10,1,1,1,9.89,2,6321.6800893695445,2022-09-12,0.0,,0,9.89,3.4799655249932284,1
6,1,1,1,44.87,2,6321.6800893695445,2020-11-07,0.0,,0,44.87,0.6993149139911049,1
14,1,1,1,11.36,2,6321.6800893695445,2020-06-16,1.0,,0,11.36,2.576906730744902,2
5,2,1,1,10.21,2,6321.6800893695445,2021-07-07,1.0,,0,10.21,4.102706247526704,7
10,1,1,1,9.89,2,6321.6800893695445,2020-02-19,0.0,,0,9.89,2.9091114273918386,5
8,1,1,1,1.58,1,6993.3012095574695,2020-06-02,0.0,,1,1.180062056424679,2.367840876911654,2
13,2,1,1,36.84,2,6321.6800893695445,2020-10-01,0.0,,0,36.84,0.9462872274498677,3
16,1,1,1,14.25,1,6993.3012095574695,2021-06-10,0.0,,0,14.25,2.9410249518873344,3
20,1,1,1,10.34,2,6321.6800893695445,2022-02-10,0.0,,0,10.34,1.7083148983804126,1
3,2,1,1,0.71,2,6321.6800893695445,2021-04-19,0.0,,0,0.71,8.482487702213438,18
15,2,1,1,19.11,1,6993.3012095574695,2021-12-03,0.0,,0,19.11,2.729659267594284,1
10,1,1,1,9.89,2,6321.6800893695445,2021-08-03,1.0,,0,9.89,3.9676672398004316,1
17,2,1,1,0.47,2,6321.6800893695445,2020-11-01,0.0,,0,0.47,3.468701167078299,3
19,2,1,1,3.1,2,6321.6800893695445,2020-09-22,0.0,Other_Holiday,0,3.1,3.277402944172673,3
12,1,1,1,1.51,2,6321.6800893695445,2019-10-13,0.0,,0,1.51,2.955495161374606,2
15,2,1,1,19.11,2,6321.6800893695445,2020-09-25,0.0,,0,19.11,2.336351785419063,3
9,2,1,1,10.8,1,6993.3012095574695,2020-05-30,0.0,,0,10.8,0.8543489976902003,0
13,2,1,1,36.84,2,6321.6800893695445,2021-11-19,0.0,,0,36.84,0.3733873627311011,0
12,1,1,1,1.51,2,6321.6800893695445,2020-02-24,0.0,,0,1.51,2.3844115510232977,3
13,2,1,1,36.84,2,6321.6800893695445,2022-01-18,0.0,,0,36.84,0.9533446085889284,0
10,1,1,1,9.89,2,6321.6800893695445,2021-07-13,1.0,,0,9.89,3.9676672398004316,6
3,2,1,1,0.71,1,6993.3012095574695,2020-12-29,0.0,,0,0.71,1.9640196414426765,1
13,2,1,1,36.84,1,6993.3012095574695,2020-02-14,0.0,,1,20.54446308158191,2.4767996487963,0
3,2,1,1,0.71,1,6993.3012095574695,2022-04-17,0.0,Easter,0,0.71,2.1415355411819843,3
3,2,1,1,0.71,1,6993.3012095574695,2020-11-26,0.0,,0,0.71,2.3068846457745744,1
14,1,1,1,11.36,1,6993.3012095574695,2021-04-10,0.0,,0,11.36,1.6264846655778946,1
12,1,1,1,1.51,1,6993.3012095574695,2020-05-16,0.0,,0,1.51,1.6343798748354095,1
12,1,1,1,1.51,1,6993.3012095574695,2022-01-23,0.0,,0,1.51,1.4177380798530541,0
12,1,1,1,1.51,1,6993.3012095574695,2022-03-07,0.0,,0,1.51,1.5304025827872412,0
5,2,1,1,10.21,2,6321.6800893695445,2022-08-08,1.0,,0,10.21,4.261458111975048,4
12,1,1,1,1.51,2,6321.6800893695445,2021-02-16,0.0,,0,1.51,2.81267174365531,2
6,1,1,1,44.87,1,6993.3012095574695,2020-01-31,0.0,,0,44.87,1.2444354406746827,0
17,2,1,1,0.47,2,6321.6800893695445,2020-02-09,0.0,,0,0.47,18.155135852454027,23
11,2,1,1,15.64,1,6993.3012095574695,2021-11-22,0.0,,1,8.26629423800757,7.106099623952472,8
13,2,1,1,36.84,2,6321.6800893695445,2020-09-05,0.0,,1,20.54446308158191,4.552347733126128,2
14,1,1,1,11.36,1,6993.3012095574695,2020-03-09,0.0,,0,11.36,1.775895291196795,0
8,1,1,1,1.58,2,6321.6800893695445,2020-08-03,0.0,,0,1.58,1.9311243873948087,2
16,1,1,1,14.25,1,6993.3012095574695,2019-10-15,0.0,,0,14.25,2.0518160312706777,4
13,2,1,1,36.84,1,6993.3012095574695,2020-11-07,0.0,,1,20.54446308158191,2.8392201974348317,5
12,1,1,1,1.51,2,6321.6800893695445,2020-11-29,0.0,,0,1.51,2.955495161374606,2
